model_id,maker_name,model_name,model_slug,source_slug,source_model_key,active,priority,notes
155,スズキ,クロスビー,suzuki-xbee,kurumaerabi_kaitori,"{""root"":""9/22715"",""year_variants"":{}}",true,155,車選びドットコム買取のクロスビー買取相場ページ（追加済み・生成待ち）
156,スズキ,ジムニーシエラ,suzuki-jimny-sierra,kurumaerabi_kaitori,"{""root"":""9/4184"",""year_variants"":{}}",true,156,車選びドットコム買取のジムニーシエラ買取相場ページ（追加済み・生成待ち）
157,スズキ,ジムニーノマド,suzuki-jimny-nomade,kurumaerabi_kaitori,"{""root"":""9/23587"",""year_variants"":{}}",true,157,車選びドットコム買取のジムニーノマド買取相場ページ（追加済み・生成待ち）
158,スズキ,スイフト,suzuki-swift,kurumaerabi_kaitori,"{""root"":""9/15057"",""year_variants"":{}}",true,158,車選びドットコム買取のスイフト買取相場ページ（追加済み・生成待ち）
159,スズキ,ソリオ,suzuki-solio,kurumaerabi_kaitori,"{""root"":""9/21215"",""year_variants"":{}}",true,159,車選びドットコム買取のソリオ買取相場ページ（追加済み・生成待ち）
160,スズキ,ソリオバンディット,suzuki-solio-bandit,kurumaerabi_kaitori,"{""root"":""9/21892"",""year_variants"":{}}",true,160,車選びドットコム買取のソリオバンディット買取相場ページ（追加済み・生成待ち）
161,スズキ,フロンクス,suzuki-fronx,kurumaerabi_kaitori,"{""root"":""9/23572"",""year_variants"":{}}",true,161,車選びドットコム買取のフロンクス買取相場ページ（追加済み・生成待ち）
162,ダイハツ,コペン,daihatsu-copen,kurumaerabi_kaitori,"{""root"":""10/6638"",""year_variants"":{}}",true,162,車選びドットコム買取のコペン買取相場ページ（追加済み・生成待ち）
163,ダイハツ,キャスト,daihatsu-cast,kurumaerabi_kaitori,"{""root"":""10/22325"",""year_variants"":{}}",true,163,車選びドットコム買取のキャスト買取相場ページ（追加済み・生成待ち）
164,ダイハツ,ミライース,daihatsu-mira-es,kurumaerabi_kaitori,"{""root"":""10/21829"",""year_variants"":{}}",true,164,車選びドットコム買取のミライース買取相場ページ（追加済み・生成待ち）
165,ダイハツ,ミラアヴィ,daihatsu-mira-avi,kurumaerabi_kaitori,"{""root"":""10/4320"",""year_variants"":{}}",true,165,車選びドットコム買取のミラアヴィ買取相場ページ（追加済み・生成待ち）
166,ダイハツ,ミラトコット,daihatsu-mira-tocot,kurumaerabi_kaitori,"{""root"":""10/22755"",""year_variants"":{}}",true,166,車選びドットコム買取のミラトコット買取相場ページ（追加済み・生成待ち）
167,ダイハツ,ミラジーノ1000,daihatsu-mira-gino-1000,kurumaerabi_kaitori,"{""root"":""10/19970"",""year_variants"":{}}",true,167,車選びドットコム買取のミラジーノ1000買取相場ページ（追加済み・生成待ち）
168,ダイハツ,ミラ,daihatsu-mira,kurumaerabi_kaitori,"{""root"":""10/8872"",""year_variants"":{}}",true,168,車選びドットコム買取のミラ買取相場ページ（追加済み・生成待ち）
169,ダイハツ,ミラジーノ,daihatsu-mira-gino,kurumaerabi_kaitori,"{""root"":""10/2662"",""year_variants"":{}}",true,169,車選びドットコム買取のミラジーノ買取相場ページ（追加済み・生成待ち）
170,ダイハツ,ミラココア,daihatsu-mira-cocoa,kurumaerabi_kaitori,"{""root"":""10/21670"",""year_variants"":{}}",true,170,車選びドットコム買取のミラココア買取相場ページ（追加済み・生成待ち）
171,ダイハツ,タフト,daihatsu-taft,kurumaerabi_kaitori,"{""root"":""10/22892"",""year_variants"":{}}",true,171,車選びドットコム買取のタフト買取相場ページ（追加済み・生成待ち）
172,ダイハツ,メビウス,daihatsu-mebius,kurumaerabi_kaitori,"{""root"":""10/22014"",""year_variants"":{}}",true,172,車選びドットコム買取のメビウス買取相場ページ（追加済み・生成待ち）
173,ダイハツ,ムーヴ,daihatsu-move,kurumaerabi_kaitori,"{""root"":""10/484"",""year_variants"":{}}",true,173,車選びドットコム買取のムーヴ買取相場ページ（追加済み・生成待ち）
174,ダイハツ,ムーヴカスタム,daihatsu-move-custom,kurumaerabi_kaitori,"{""root"":""10/2962"",""year_variants"":{}}",true,174,車選びドットコム買取のムーヴカスタム買取相場ページ（追加済み・生成待ち）
175,ダイハツ,ムーヴラテ,daihatsu-move-latte,kurumaerabi_kaitori,"{""root"":""10/5577"",""year_variants"":{}}",true,175,車選びドットコム買取のムーヴラテ買取相場ページ（追加済み・生成待ち）
176,ダイハツ,ムーヴキャンバス,daihatsu-move-canbus,kurumaerabi_kaitori,"{""root"":""10/22458"",""year_variants"":{}}",true,176,車選びドットコム買取のムーヴキャンバス買取相場ページ（追加済み・生成待ち）
177,ダイハツ,ムーヴコンテ,daihatsu-move-conte,kurumaerabi_kaitori,"{""root"":""10/21189"",""year_variants"":{}}",true,177,車選びドットコム買取のムーヴコンテ買取相場ページ（追加済み・生成待ち）
178,ダイハツ,MAX,daihatsu-max,kurumaerabi_kaitori,"{""root"":""10/7357"",""year_variants"":{}}",true,178,車選びドットコム買取のMAX買取相場ページ（追加済み・生成待ち）
179,ダイハツ,YRV,daihatsu-yrv,kurumaerabi_kaitori,"{""root"":""10/4526"",""year_variants"":{}}",true,179,車選びドットコム買取のYRV買取相場ページ（追加済み・生成待ち）
180,ダイハツ,ウェイク,daihatsu-wake,kurumaerabi_kaitori,"{""root"":""10/22172"",""year_variants"":{}}",true,180,車選びドットコム買取のウェイク買取相場ページ（追加済み・生成待ち）
181,ダイハツ,クー,daihatsu-coo,kurumaerabi_kaitori,"{""root"":""10/15390"",""year_variants"":{}}",true,181,車選びドットコム買取のクー買取相場ページ（追加済み・生成待ち）
182,ダイハツ,ソニカ,daihatsu-sonica,kurumaerabi_kaitori,"{""root"":""10/14197"",""year_variants"":{}}",true,182,車選びドットコム買取のソニカ買取相場ページ（追加済み・生成待ち）
183,ダイハツ,ストーリア,daihatsu-storia,kurumaerabi_kaitori,"{""root"":""10/5463"",""year_variants"":{}}",true,183,車選びドットコム買取のストーリア買取相場ページ（追加済み・生成待ち）
184,ダイハツ,シャレード,daihatsu-charade,kurumaerabi_kaitori,"{""root"":""10/6507"",""year_variants"":{}}",true,184,車選びドットコム買取のシャレード買取相場ページ（追加済み・生成待ち）
185,ダイハツ,テリオス,daihatsu-terios,kurumaerabi_kaitori,"{""root"":""10/477"",""year_variants"":{}}",true,185,車選びドットコム買取のテリオス買取相場ページ（追加済み・生成待ち）
186,ダイハツ,テリオスキッド,daihatsu-terios-kid,kurumaerabi_kaitori,"{""root"":""10/478"",""year_variants"":{}}",true,186,車選びドットコム買取のテリオスキッド買取相場ページ（追加済み・生成待ち）
187,ダイハツ,ネイキッド,daihatsu-naked,kurumaerabi_kaitori,"{""root"":""10/480"",""year_variants"":{}}",true,187,車選びドットコム買取のネイキッド買取相場ページ（追加済み・生成待ち）
188,ダイハツ,タント,daihatsu-tanto,kurumaerabi_kaitori,"{""root"":""10/2755"",""year_variants"":{}}",true,188,車選びドットコム買取のタント買取相場ページ（初回生成確認対象）
189,ダイハツ,タントカスタム,daihatsu-tanto-custom,kurumaerabi_kaitori,"{""root"":""10/7652"",""year_variants"":{}}",true,189,車選びドットコム買取のタントカスタム買取相場ページ（追加済み・生成待ち）
190,ダイハツ,タントエグゼ,daihatsu-tanto-exe,kurumaerabi_kaitori,"{""root"":""10/21707"",""year_variants"":{}}",true,190,車選びドットコム買取のタントエグゼ買取相場ページ（追加済み・生成待ち）
191,ダイハツ,ロッキー,daihatsu-rocky,kurumaerabi_kaitori,"{""root"":""10/1047"",""year_variants"":{}}",true,191,車選びドットコム買取のロッキー買取相場ページ（追加済み・生成待ち）
192,ダイハツ,トール,daihatsu-thor,kurumaerabi_kaitori,"{""root"":""10/22479"",""year_variants"":{}}",true,192,車選びドットコム買取のトール買取相場ページ（追加済み・生成待ち）
193,ダイハツ,ハイゼットカーゴ,daihatsu-hijet-cargo,kurumaerabi_kaitori,"{""root"":""10/2688"",""year_variants"":{}}",true,193,車選びドットコム買取のハイゼットカーゴ買取相場ページ（初回生成確認対象）
194,ダイハツ,アトレー,daihatsu-atrai,kurumaerabi_kaitori,"{""root"":""10/5702"",""year_variants"":{}}",true,194,車選びドットコム買取のアトレー買取相場ページ（追加済み・生成待ち）
195,ダイハツ,アトレーデッキバン,daihatsu-atrai-deck-van,kurumaerabi_kaitori,"{""root"":""10/9986"",""year_variants"":{}}",true,195,車選びドットコム買取のアトレーデッキバン買取相場ページ（追加済み・生成待ち）
196,ダイハツ,アトレーワゴン,daihatsu-atrai-wagon,kurumaerabi_kaitori,"{""root"":""10/8595"",""year_variants"":{}}",true,196,車選びドットコム買取のアトレーワゴン買取相場ページ（追加済み・生成待ち）
197,ダイハツ,アトレー7,daihatsu-atrai7,kurumaerabi_kaitori,"{""root"":""10/6242"",""year_variants"":{}}",true,197,車選びドットコム買取のアトレー7買取相場ページ（追加済み・生成待ち）
198,ダイハツ,アルティス,daihatsu-altis,kurumaerabi_kaitori,"{""root"":""10/474"",""year_variants"":{}}",true,198,車選びドットコム買取のアルティス買取相場ページ（追加済み・生成待ち）
199,ダイハツ,アルティスハイブリッド,daihatsu-altis-hybrid,kurumaerabi_kaitori,"{""root"":""10/22563"",""year_variants"":{}}",true,199,車選びドットコム買取のアルティスハイブリッド買取相場ページ（追加済み・生成待ち）
200,ダイハツ,オプティ,daihatsu-opti,kurumaerabi_kaitori,"{""root"":""10/8481"",""year_variants"":{}}",true,200,車選びドットコム買取のオプティ買取相場ページ（追加済み・生成待ち）
201,ダイハツ,エッセ,daihatsu-esse,kurumaerabi_kaitori,"{""root"":""10/10436"",""year_variants"":{}}",true,201,車選びドットコム買取のエッセ買取相場ページ（追加済み・生成待ち）
202,ダイハツ,ハイゼットトラック,daihatsu-hijet-truck,kurumaerabi_kaitori,"{""root"":""10/14363"",""year_variants"":{}}",true,202,車選びドットコム買取のハイゼットトラック買取相場ページ（追加済み・生成待ち）
203,ダイハツ,ハイゼットデッキバン,daihatsu-hijet-deck-van,kurumaerabi_kaitori,"{""root"":""10/22488"",""year_variants"":{}}",true,203,車選びドットコム買取のハイゼットデッキバン買取相場ページ（追加済み・生成待ち）
204,ダイハツ,ビーゴ,daihatsu-be-go,kurumaerabi_kaitori,"{""root"":""10/9746"",""year_variants"":{}}",true,204,車選びドットコム買取のビーゴ買取相場ページ（追加済み・生成待ち）
205,ダイハツ,ブーン,daihatsu-boon,kurumaerabi_kaitori,"{""root"":""10/3512"",""year_variants"":{}}",true,205,車選びドットコム買取のブーン買取相場ページ（追加済み・生成待ち）
206,ダイハツ,ブーンルミナス,daihatsu-boon-luminas,kurumaerabi_kaitori,"{""root"":""10/21499"",""year_variants"":{}}",true,206,車選びドットコム買取のブーンルミナス買取相場ページ（追加済み・生成待ち）
207,スバル,アルシオーネ,subaru-alcyone,kurumaerabi_kaitori,"{""root"":""7/20017"",""year_variants"":{}}",true,207,車選びドットコム買取のアルシオーネ買取相場ページ（追加済み・生成待ち）
208,スバル,アルシオーネSVX,subaru-alcyone-svx,kurumaerabi_kaitori,"{""root"":""7/20018"",""year_variants"":{}}",true,208,車選びドットコム買取のアルシオーネSVX買取相場ページ（追加済み・生成待ち）
209,スバル,R1,subaru-r1,kurumaerabi_kaitori,"{""root"":""7/20014"",""year_variants"":{}}",true,209,車選びドットコム買取のR1買取相場ページ（追加済み・生成待ち）
210,スバル,R2,subaru-r2,kurumaerabi_kaitori,"{""root"":""7/20015"",""year_variants"":{}}",true,210,車選びドットコム買取のR2買取相場ページ（追加済み・生成待ち）
211,スバル,レガシィB4,subaru-legacy-b4,kurumaerabi_kaitori,"{""root"":""7/17532"",""year_variants"":{}}",true,211,車選びドットコム買取のレガシィB4買取相場ページ（追加済み・生成待ち）
212,スバル,レガシィツーリングワゴン,subaru-legacy-touring-wagon,kurumaerabi_kaitori,"{""root"":""7/19295"",""year_variants"":{}}",true,212,車選びドットコム買取のレガシィツーリングワゴン買取相場ページ（追加済み・生成待ち）
213,スバル,レガシィアウトバック,subaru-legacy-outback,kurumaerabi_kaitori,"{""root"":""7/21382"",""year_variants"":{}}",true,213,車選びドットコム買取のレガシィアウトバック買取相場ページ（追加済み・生成待ち）
214,スバル,レガシィランカスター,subaru-legacy-lancaster,kurumaerabi_kaitori,"{""root"":""7/8365"",""year_variants"":{}}",true,214,車選びドットコム買取のレガシィランカスター買取相場ページ（追加済み・生成待ち）
215,スバル,レガシィグランドワゴン,subaru-legacy-grand-wagon,kurumaerabi_kaitori,"{""root"":""7/17463"",""year_variants"":{}}",true,215,車選びドットコム買取のレガシィグランドワゴン買取相場ページ（追加済み・生成待ち）
216,スバル,レガシィ,subaru-legacy,kurumaerabi_kaitori,"{""root"":""7/3518"",""year_variants"":{}}",true,216,車選びドットコム買取のレガシィ買取相場ページ（追加済み・生成待ち）
217,スバル,プレオ,subaru-pleo,kurumaerabi_kaitori,"{""root"":""7/6703"",""year_variants"":{}}",true,217,車選びドットコム買取のプレオ買取相場ページ（追加済み・生成待ち）
218,スバル,プレオプラス,subaru-pleo-plus,kurumaerabi_kaitori,"{""root"":""7/21971"",""year_variants"":{}}",true,218,車選びドットコム買取のプレオプラス買取相場ページ（追加済み・生成待ち）
219,スバル,プレオネスタ,subaru-pleo-nesta,kurumaerabi_kaitori,"{""root"":""7/4003"",""year_variants"":{}}",true,219,車選びドットコム買取のプレオネスタ買取相場ページ（追加済み・生成待ち）
220,スバル,トレジア,subaru-trezia,kurumaerabi_kaitori,"{""root"":""7/21783"",""year_variants"":{}}",true,220,車選びドットコム買取のトレジア買取相場ページ（追加済み・生成待ち）
221,スバル,ディアスワゴン,subaru-dias-wagon,kurumaerabi_kaitori,"{""root"":""7/19998"",""year_variants"":{}}",true,221,車選びドットコム買取のディアスワゴン買取相場ページ（追加済み・生成待ち）
222,スバル,デックス,subaru-dex,kurumaerabi_kaitori,"{""root"":""7/21399"",""year_variants"":{}}",true,222,車選びドットコム買取のデックス買取相場ページ（追加済み・生成待ち）
223,スバル,ジャスティ,subaru-justy,kurumaerabi_kaitori,"{""root"":""7/20391"",""year_variants"":{}}",true,223,車選びドットコム買取のジャスティ買取相場ページ（追加済み・生成待ち）
224,スバル,サンバートラック,subaru-sambar-truck,kurumaerabi_kaitori,"{""root"":""7/9961"",""year_variants"":{}}",true,224,車選びドットコム買取のサンバートラック買取相場ページ（追加済み・生成待ち）
225,スバル,サンバーバン,subaru-sambar-van,kurumaerabi_kaitori,"{""root"":""7/14600"",""year_variants"":{}}",true,225,車選びドットコム買取のサンバーバン買取相場ページ（追加済み・生成待ち）
226,スバル,サンバーディアス,subaru-sambar-dias,kurumaerabi_kaitori,"{""root"":""7/16117"",""year_variants"":{}}",true,226,車選びドットコム買取のサンバーディアス買取相場ページ（追加済み・生成待ち）
227,スバル,サンバーディアスワゴン,subaru-sambar-dias-wagon,kurumaerabi_kaitori,"{""root"":""7/23412"",""year_variants"":{}}",true,227,車選びドットコム買取のサンバーディアスワゴン買取相場ページ（追加済み・生成待ち）
228,スバル,ヴィヴィオ,subaru-vivio,kurumaerabi_kaitori,"{""root"":""7/5340"",""year_variants"":{}}",true,228,車選びドットコム買取のヴィヴィオ買取相場ページ（追加済み・生成待ち）
229,スバル,ヴィヴィオビストロ,subaru-vivio-bistro,kurumaerabi_kaitori,"{""root"":""7/3634"",""year_variants"":{}}",true,229,車選びドットコム買取のヴィヴィオビストロ買取相場ページ（追加済み・生成待ち）
230,スバル,ヴィヴィオタルガトップ,subaru-vivio-targa-top,kurumaerabi_kaitori,"{""root"":""7/23414"",""year_variants"":{}}",true,230,車選びドットコム買取のヴィヴィオタルガトップ買取相場ページ（追加済み・生成待ち）
231,スバル,BRZ,subaru-brz,kurumaerabi_kaitori,"{""root"":""7/21860"",""year_variants"":{}}",true,231,車選びドットコム買取のBRZ買取相場ページ（初回生成確認対象）
232,スバル,インプレッサ,subaru-impreza,kurumaerabi_kaitori,"{""root"":""7/20021"",""year_variants"":{}}",true,232,車選びドットコム買取のインプレッサ買取相場ページ（追加済み・生成待ち）
233,スバル,インプレッサG4,subaru-impreza-g4,kurumaerabi_kaitori,"{""root"":""7/21846"",""year_variants"":{}}",true,233,車選びドットコム買取のインプレッサG4買取相場ページ（追加済み・生成待ち）
234,スバル,インプレッサXV,subaru-impreza-xv,kurumaerabi_kaitori,"{""root"":""7/21734"",""year_variants"":{}}",true,234,車選びドットコム買取のインプレッサXV買取相場ページ（追加済み・生成待ち）
235,スバル,インプレッサWRX,subaru-impreza-wrx,kurumaerabi_kaitori,"{""root"":""7/5984"",""year_variants"":{}}",true,235,車選びドットコム買取のインプレッサWRX買取相場ページ（追加済み・生成待ち）
236,スバル,インプレッサスポーツ,subaru-impreza-sport,kurumaerabi_kaitori,"{""root"":""7/19997"",""year_variants"":{}}",true,236,車選びドットコム買取のインプレッサスポーツ買取相場ページ（追加済み・生成待ち）
237,スバル,インプレッサスポーツワゴン,subaru-impreza-sports-wagon,kurumaerabi_kaitori,"{""root"":""7/8988"",""year_variants"":{}}",true,237,車選びドットコム買取のインプレッサスポーツワゴン買取相場ページ（追加済み・生成待ち）
238,スバル,インプレッサハッチバックSTI,subaru-impreza-hatchback-sti,kurumaerabi_kaitori,"{""root"":""7/22522"",""year_variants"":{}}",true,238,車選びドットコム買取のインプレッサハッチバックSTI買取相場ページ（追加済み・生成待ち）
239,スバル,インプレッサハッチバック,subaru-impreza-hatchback,kurumaerabi_kaitori,"{""root"":""7/22520"",""year_variants"":{}}",true,239,車選びドットコム買取のインプレッサハッチバック買取相場ページ（追加済み・生成待ち）
240,スバル,インプレッサアネシス,subaru-impreza-anesis,kurumaerabi_kaitori,"{""root"":""7/21342"",""year_variants"":{}}",true,240,車選びドットコム買取のインプレッサアネシス買取相場ページ（追加済み・生成待ち）
241,スバル,インプレッサクーペ,subaru-impreza-coupe,kurumaerabi_kaitori,"{""root"":""7/22519"",""year_variants"":{}}",true,241,車選びドットコム買取のインプレッサクーペ買取相場ページ（追加済み・生成待ち）
242,スバル,インプレッサスポーツワゴンSTI,subaru-impreza-sports-wagon-sti,kurumaerabi_kaitori,"{""root"":""7/22521"",""year_variants"":{}}",true,242,車選びドットコム買取のインプレッサスポーツワゴンSTI買取相場ページ（追加済み・生成待ち）
243,スバル,エクシーガ,subaru-exiga,kurumaerabi_kaitori,"{""root"":""7/21142"",""year_variants"":{}}",true,243,車選びドットコム買取のエクシーガ買取相場ページ（追加済み・生成待ち）
244,スバル,エクシーガクロスオーバー7,subaru-exiga-crossover-7,kurumaerabi_kaitori,"{""root"":""7/22245"",""year_variants"":{}}",true,244,車選びドットコム買取のエクシーガクロスオーバー7買取相場ページ（追加済み・生成待ち）
245,スバル,XV,subaru-xv,kurumaerabi_kaitori,"{""root"":""7/21973"",""year_variants"":{}}",true,245,車選びドットコム買取のXV買取相場ページ（追加済み・生成待ち）
246,スバル,XVハイブリッド,subaru-xv-hybrid,kurumaerabi_kaitori,"{""root"":""7/22044"",""year_variants"":{}}",true,246,車選びドットコム買取のインプレッサXVハイブリッド買取相場ページ（追加済み・生成待ち）
247,スバル,ソルテラ,subaru-solterra,kurumaerabi_kaitori,"{""root"":""7/23262"",""year_variants"":{}}",true,247,車選びドットコム買取のソルテラ買取相場ページ（追加済み・生成待ち）
248,スバル,フォレスター,subaru-forester,kurumaerabi_kaitori,"{""root"":""7/14684"",""year_variants"":{}}",true,248,車選びドットコム買取のフォレスター買取相場ページ（追加済み・生成待ち）
249,スバル,クロストレック,subaru-crosstrek,kurumaerabi_kaitori,"{""root"":""7/23375"",""year_variants"":{}}",true,249,車選びドットコム買取のクロストレック買取相場ページ（追加済み・生成待ち）
250,スバル,レックス,subaru-rex,kurumaerabi_kaitori,"{""root"":""7/4548"",""year_variants"":{}}",true,250,車選びドットコム買取のレックス買取相場ページ（追加済み・生成待ち）
251,スバル,レヴォーグレイバック,subaru-levorg-layback,kurumaerabi_kaitori,"{""root"":""7/23410"",""year_variants"":{}}",true,251,車選びドットコム買取のレヴォーグレイバック買取相場ページ（追加済み・生成待ち）
252,スバル,レヴォーグ,subaru-levorg,kurumaerabi_kaitori,"{""root"":""7/22112"",""year_variants"":{}}",true,252,車選びドットコム買取のレヴォーグ買取相場ページ（追加済み・生成待ち）
253,スバル,ステラ,subaru-stella,kurumaerabi_kaitori,"{""root"":""7/13983"",""year_variants"":{}}",true,253,車選びドットコム買取のステラ買取相場ページ（追加済み・生成待ち）
254,スバル,シフォン,subaru-chiffon,kurumaerabi_kaitori,"{""root"":""7/22515"",""year_variants"":{}}",true,254,車選びドットコム買取のシフォン買取相場ページ（追加済み・生成待ち）
255,マツダ,MAZDA2,mazda-mazda2,kurumaerabi_kaitori,"{""root"":""4/22930"",""year_variants"":{}}",true,255,車選びドットコム買取のMAZDA2買取相場ページ（追加済み・生成待ち）
256,マツダ,MAZDA3 FASTBACK,mazda-mazda3-fastback,kurumaerabi_kaitori,"{""root"":""4/22909"",""year_variants"":{}}",true,256,車選びドットコム買取のMAZDA3ファストバック買取相場ページ（追加済み・生成待ち）
257,マツダ,MAZDA3 SEDAN,mazda-mazda3-sedan,kurumaerabi_kaitori,"{""root"":""4/22908"",""year_variants"":{}}",true,257,車選びドットコム買取のMAZDA3セダン買取相場ページ（追加済み・生成待ち）
258,マツダ,MAZDA6セダン,mazda-mazda6-sedan,kurumaerabi_kaitori,"{""root"":""4/22926"",""year_variants"":{}}",true,258,車選びドットコム買取のMAZDA6セダン買取相場ページ（追加済み・生成待ち）
259,マツダ,MAZDA6ワゴン,mazda-mazda6-wagon,kurumaerabi_kaitori,"{""root"":""4/22927"",""year_variants"":{}}",true,259,車選びドットコム買取のMAZDA6ワゴン買取相場ページ（追加済み・生成待ち）
260,マツダ,CX-3,mazda-cx-3,kurumaerabi_kaitori,"{""root"":""4/22210"",""year_variants"":{}}",true,260,車選びドットコム買取のCX-3買取相場ページ（追加済み・生成待ち）
261,マツダ,CX-30,mazda-cx-30,kurumaerabi_kaitori,"{""root"":""4/22948"",""year_variants"":{}}",true,261,車選びドットコム買取のCX-30買取相場ページ（追加済み・生成待ち）
262,マツダ,CX-5,mazda-cx-5,kurumaerabi_kaitori,"{""root"":""4/21864"",""year_variants"":{}}",true,262,車選びドットコム買取のCX-5買取相場ページ（初回生成確認対象）
263,マツダ,CX-60,mazda-cx-60,kurumaerabi_kaitori,"{""root"":""4/23293"",""year_variants"":{}}",true,263,車選びドットコム買取のCX-60買取相場ページ（追加済み・生成待ち）
264,マツダ,CX-80,mazda-cx-80,kurumaerabi_kaitori,"{""root"":""4/23571"",""year_variants"":{}}",true,264,車選びドットコム買取のCX-80買取相場ページ（追加済み・生成待ち）
265,マツダ,MX-30,mazda-mx-30,kurumaerabi_kaitori,"{""root"":""4/23029"",""year_variants"":{}}",true,265,車選びドットコム買取のMX-30買取相場ページ（追加済み・生成待ち）
266,マツダ,MX-30ロータリーEV,mazda-mx-30-rotary-ev,kurumaerabi_kaitori,"{""root"":""4/23405"",""year_variants"":{}}",true,266,車選びドットコム買取のMX-30ロータリーEV買取相場ページ（追加済み・生成待ち）
267,マツダ,ロードスター,mazda-roadster,kurumaerabi_kaitori,"{""root"":""4/2351"",""year_variants"":{}}",true,267,車選びドットコム買取のロードスター買取相場ページ（追加済み・生成待ち）
268,マツダ,ロードスターRF,mazda-roadster-rf,kurumaerabi_kaitori,"{""root"":""4/22502"",""year_variants"":{}}",true,268,車選びドットコム買取のロードスターRF買取相場ページ（追加済み・生成待ち）
269,マツダ,フレア,mazda-flare,kurumaerabi_kaitori,"{""root"":""4/21957"",""year_variants"":{}}",true,269,車選びドットコム買取のフレア買取相場ページ（追加済み・生成待ち）
270,マツダ,フレアワゴン,mazda-flare-wagon,kurumaerabi_kaitori,"{""root"":""4/21897"",""year_variants"":{}}",true,270,車選びドットコム買取のフレアワゴン買取相場ページ（追加済み・生成待ち）
271,マツダ,フレアクロスオーバー,mazda-flare-crossover,kurumaerabi_kaitori,"{""root"":""4/22087"",""year_variants"":{}}",true,271,車選びドットコム買取のフレアクロスオーバー買取相場ページ（追加済み・生成待ち）
272,マツダ,キャロル,mazda-carol,kurumaerabi_kaitori,"{""root"":""4/328"",""year_variants"":{}}",true,272,車選びドットコム買取のキャロル買取相場ページ（追加済み・生成待ち）
273,マツダ,スクラムワゴン,mazda-scrum-wagon,kurumaerabi_kaitori,"{""root"":""4/16602"",""year_variants"":{}}",true,273,車選びドットコム買取のスクラムワゴン買取相場ページ（追加済み・生成待ち）
274,マツダ,スクラムバン,mazda-scrum-van,kurumaerabi_kaitori,"{""root"":""4/8911"",""year_variants"":{}}",true,274,車選びドットコム買取のスクラムバン買取相場ページ（追加済み・生成待ち）
275,マツダ,デミオ,mazda-demio,kurumaerabi_kaitori,"{""root"":""4/2364"",""year_variants"":{}}",true,275,車選びドットコム買取のデミオ買取相場ページ（追加済み・生成待ち）
276,マツダ,アクセラスポーツ,mazda-axela-sport,kurumaerabi_kaitori,"{""root"":""4/4360"",""year_variants"":{}}",true,276,車選びドットコム買取のアクセラスポーツ買取相場ページ（追加済み・生成待ち）
277,マツダ,アテンザワゴン,mazda-atenza-wagon,kurumaerabi_kaitori,"{""root"":""4/22179"",""year_variants"":{}}",true,277,車選びドットコム買取のアテンザワゴン買取相場ページ（追加済み・生成待ち）
278,マツダ,アテンザセダン,mazda-atenza-sedan,kurumaerabi_kaitori,"{""root"":""4/3794"",""year_variants"":{}}",true,278,車選びドットコム買取のアテンザセダン買取相場ページ（追加済み・生成待ち）
279,マツダ,ビアンテ,mazda-biante,kurumaerabi_kaitori,"{""root"":""4/21346"",""year_variants"":{}}",true,279,車選びドットコム買取のビアンテ買取相場ページ（追加済み・生成待ち）
280,マツダ,AZ-ワゴン,mazda-az-wagon,kurumaerabi_kaitori,"{""root"":""4/318"",""year_variants"":{}}",true,280,車選びドットコム買取のAZ-ワゴン買取相場ページ（追加済み・生成待ち）
281,マツダ,AZ-オフロード,mazda-az-offroad,kurumaerabi_kaitori,"{""root"":""4/316"",""year_variants"":{}}",true,281,車選びドットコム買取のAZ-オフロード買取相場ページ（追加済み・生成待ち）
282,マツダ,CX-7,mazda-cx-7,kurumaerabi_kaitori,"{""root"":""4/19835"",""year_variants"":{}}",true,282,車選びドットコム買取のCX-7買取相場ページ（追加済み・生成待ち）
283,マツダ,MPV,mazda-mpv,kurumaerabi_kaitori,"{""root"":""4/4179"",""year_variants"":{}}",true,283,車選びドットコム買取のMPV買取相場ページ（追加済み・生成待ち）
284,マツダ,RX-7,mazda-rx-7,kurumaerabi_kaitori,"{""root"":""4/2550"",""year_variants"":{}}",true,284,車選びドットコム買取のRX-7買取相場ページ（追加済み・生成待ち）
285,マツダ,RX-8,mazda-rx-8,kurumaerabi_kaitori,"{""root"":""4/2737"",""year_variants"":{}}",true,285,車選びドットコム買取のRX-8買取相場ページ（追加済み・生成待ち）
286,マツダ,カペラワゴン,mazda-capella-wagon,kurumaerabi_kaitori,"{""root"":""4/3708"",""year_variants"":{}}",true,286,車選びドットコム買取のカペラワゴン買取相場ページ（追加済み・生成待ち）
287,マツダ,カペラ,mazda-capella,kurumaerabi_kaitori,"{""root"":""4/7141"",""year_variants"":{}}",true,287,車選びドットコム買取のカペラ買取相場ページ（追加済み・生成待ち）
288,マツダ,キャロルエコ,mazda-carol-eco,kurumaerabi_kaitori,"{""root"":""4/21956"",""year_variants"":{}}",true,288,車選びドットコム買取のキャロルエコ買取相場ページ（追加済み・生成待ち）
289,マツダ,サバンナRX-7,mazda-savanna-rx-7,kurumaerabi_kaitori,"{""root"":""4/3715"",""year_variants"":{}}",true,289,車選びドットコム買取のサバンナRX-7買取相場ページ（追加済み・生成待ち）
290,マツダ,センティア,mazda-sentia,kurumaerabi_kaitori,"{""root"":""4/6654"",""year_variants"":{}}",true,290,車選びドットコム買取のセンティア買取相場ページ（追加済み・生成待ち）
