model_slug,model_name,source_page_type,source_variant_label,sample_count,price_min,price_max,price_avg,price_median,price_common_min,price_common_max,high_price,high_price_case,high_price_year,high_price_grade,high_price_mileage,high_price_prefecture,price_unit
subaru-impreza-hatchback,インプレッサハッチバック,root,root,1000,3.0,78.5,19.6,15.8,10.3,25.0,78.5,"2007年式 / 2.0 S-GT スポーツパッケージ 4WD / 83,000km / 広島県",2007年式,2.0 S-GT スポーツパッケージ 4WD,"83,000km",広島県,manen
