model_slug,model_name,source_page_type,source_variant_label,sample_count,price_min,price_max,price_avg,price_median,price_common_min,price_common_max,high_price,high_price_case,high_price_year,high_price_grade,high_price_mileage,high_price_prefecture,price_unit
suzuki-wagon-r-solio,ワゴンRソリオ,root,root,146,3.6,21.6,8.8,7.5,5.0,10.5,21.6,2003年式 / 1.3 S リミテッド 4WD / 4万km / 福岡県,2003年式,1.3 S リミテッド 4WD,4万km,福岡県,manen
