model_slug,model_name,source_page_type,source_variant_label,sample_count,price_min,price_max,price_avg,price_median,price_common_min,price_common_max,high_price,high_price_case,high_price_year,high_price_grade,high_price_mileage,high_price_prefecture,price_unit
daihatsu-charade,シャレード,root,root,12,6.7,65.0,27.6,20.6,15.4,30.3,65.0,"1995年式 / 1.6 デ・トマソ / 153,000km / 福井県",1995年式,1.6 デ・トマソ,"153,000km",福井県,manen
