model_slug,model_name,source_page_type,source_variant_label,sample_count,price_min,price_max,price_avg,price_median,price_common_min,price_common_max,high_price,high_price_case,high_price_year,high_price_grade,high_price_mileage,high_price_prefecture,price_unit
daihatsu-move,ムーヴ,root,root,1000,1.8,103.5,33.9,26.8,16.0,49.5,103.5,"2022年式 / X リミテッドII SAIII / 9,000km / 神奈川県",2022年式,X リミテッドII SAIII,"9,000km",神奈川県,manen
