model_slug,model_name,source_page_type,source_variant_label,sample_count,price_min,price_max,price_avg,price_median,price_common_min,price_common_max,high_price,high_price_case,high_price_year,high_price_grade,high_price_mileage,high_price_prefecture,price_unit
nissan-teana,ティアナ,root,root,1000,2.0,106.0,32.9,26.1,17.3,42.8,106.0,"2016年式 / 2.5 XV ナビAVMパッケージ / 28,000km / 新潟県",2016年式,2.5 XV ナビAVMパッケージ,"28,000km",新潟県,manen
