model_slug,model_name,source_page_type,source_variant_label,sample_count,price_min,price_max,price_avg,price_median,price_common_min,price_common_max,high_price,high_price_case,high_price_year,high_price_grade,high_price_mileage,high_price_prefecture,price_unit
subaru-forester,フォレスター,root,root,1000,1.3,362.5,111.1,64.8,36.7,162.1,362.5,"2024年式 / 1.8 STI スポーツ ブラック インテリア セレクション 4WD / 3,000km / 佐賀県",2024年式,1.8 STI スポーツ ブラック インテリア セレクション 4WD,"3,000km",佐賀県,manen
