model_slug,model_name,source_page_type,source_variant_label,sample_count,price_min,price_max,price_avg,price_median,price_common_min,price_common_max,high_price,high_price_case,high_price_year,high_price_grade,high_price_mileage,high_price_prefecture,price_unit
nissan-kicks,キックス,root,root,1000,5.0,283.1,127.8,150.6,34.2,203.0,283.1,"2024年式 / 1.2 X FOUR スタイルエディション(e-POWER) 4WD / 3,000km / 三重県",2024年式,1.2 X FOUR スタイルエディション(e-POWER) 4WD,"3,000km",三重県,manen
