model_slug,model_name,source_page_type,source_variant_label,sample_count,price_min,price_max,price_avg,price_median,price_common_min,price_common_max,high_price,high_price_case,high_price_year,high_price_grade,high_price_mileage,high_price_prefecture,price_unit
mazda-flare,フレア,root,root,1000,5.0,94.7,36.7,31.1,21.7,48.1,94.7,"2019年式 / XS / 19,000km / 埼玉県",2019年式,XS,"19,000km",埼玉県,manen
