model_slug,model_name,source_page_type,source_variant_label,sample_count,price_min,price_max,price_avg,price_median,price_common_min,price_common_max,high_price,high_price_case,high_price_year,high_price_grade,high_price_mileage,high_price_prefecture,price_unit
subaru-impreza-sports-wagon-sti,インプレッサスポーツワゴンSTI,root,root,8,26.9,203.0,86.5,71.6,40.5,103.4,203.0,"2001年式 / 2.0 WRX バージョンV 4WD / 106,000km / 青森県",2001年式,2.0 WRX バージョンV 4WD,"106,000km",青森県,manen
