model_slug,model_name,source_page_type,source_variant_label,sample_count,price_min,price_max,price_avg,price_median,price_common_min,price_common_max,high_price,high_price_case,high_price_year,high_price_grade,high_price_mileage,high_price_prefecture,price_unit
mazda-mazda6-wagon,MAZDA6ワゴン,root,root,247,78.1,302.6,200.8,203.5,166.0,238.8,302.6,"2019年式 / 2.2 XD Lパッケージ 4WD / 19,000km / 鹿児島県",2019年式,2.2 XD Lパッケージ 4WD,"19,000km",鹿児島県,manen
